,seq,name,name2,content,isconfirmed,class
867,867,جميل المدفعي ,زياده علي الشرقي,طلب الملك فيصل الثاني من المدفعي تشكيل الحكومه و كانت السابعه و الاخيره 7/5-17/9/1953 و ضمت اعضاء الوزاره السابقه ما خلا محمد علي محمود الذي اصبح ل لعدليه و ,False,WORK
868,868,جميل المدفعي ,نديم الباججي,من المدفعي تشكيل الحكومه و كانت السابعه و الاخيره 7/5-17/9/1953 و ضمت اعضاء الوزاره السابقه ما خلا محمد علي محمود الذي اصبح ل لعدليه و زياده علي الشرقي و ,False,WORK
869,869,جميل المدفعي ,فاضل الجمالي,و سقطت وزاره المدفعي و اسند تشكيل الوزاره الى ,False,WORK
870,870,جميل بشير ,محيالدين حيدر,ثم تدرج في دراسه الموسيقى و درس ها على يد الاجانب و في عام 1936 فتح معهد الفنون الجميله ف التحق في فرعي العود و الكمان فدرس العود على ,False,STUDY
871,871,جنه عدنان احمد عزت  ,الثاني الابتدائي,قدمت لوحات ها الخطيه في مهرجان بغداد العالمي ل لخط العربي و الزخرفه الاسلاميه من 24-30/4/1988 و هي من مواليد 1965 و بدات موهبت ها و هي في الصف ,False,MISC
872,872,جنيد توفيق الفخري  ,عيسى سعيد العراقي,مدينه النمرود الاثريه اول بعثه عراقيه تعمل في النمرود سنه 1968. عمل في التنقيب و حقق عثورا على اعلى كنز اثري في البئر A J كتاب عاجيات نمرود / ,False,STUDY
873,873,جنيد توفيق الفخري  ,فؤاد سفر,بعثه عراقيه تعمل في النمرود سنه 1968. عمل في التنقيب و حقق عثورا على اعلى كنز اثري في البئر A J كتاب عاجيات نمرود / عيسى سعيد العراقي و ,False,STUDY
874,874,جواد سليم ,جواد سليم ,nan,True,SAME PERSON
875,875,جواد سليم ,نزار سليم,لندن عام 1949 و شارك في اعمال داخل العراق و خارج ه و هو اول من اسس فرع النحت في معهد الفنون الجميله و قد شارك ه اخو ه ,True,FAMILY
876,876,جواد سليم ,سعاد سليم,في اعمال داخل العراق و خارج ه و هو اول من اسس فرع النحت في معهد الفنون الجميله و قد شارك ه اخو ه نزار سليم و اخت ه ,True,FAMILY
877,877,جواد سليم ,جواد سليم ,يجري حول ه و يعبر عن ه ب اخلاص و لكن علي ه ان يعرف كيف يتحقق هذا التعبير هذا هو شعار ه دائما و ب هذه الرؤيه اقام ,True,SAME PERSON
878,878,جواد سليم ,جواد سليم ,و قال عن ه جبرا : كان ,True,SAME PERSON
879,879,جواد سليم ,جواد سليم ,يقول جبرا ابراهيم جبرا : ان اهميه اعمال ,True,SAME PERSON
880,880,جواد سليم ,جواد سليم ,العراق و الاقطار العربيه بين 1940 و1961 و يتصل ب ه على نحو قد لا يكون واضحا ل لعين عند اول و هله ل ذا ف ان قيمه اعمال ,True,SAME PERSON
881,881,جواد سليم ,جواد سليم ,فجاه فتريد ان تحقق ذات ها و توطد قدم ها في عالم اليوم الفن العراقي المعاصر س 15 1972 ). يتسال الناقد الالماني ارنولد هوتينكر في مقال ه عن ,True,SAME PERSON
882,882,جواد سليم ,جواد سليم ,س 15 1972 ). يتسال الناقد الالماني ارنولد هوتينكر في مقال ه عن جواد سليم : كيف يمكن مجاراه الحياه العصريه مع الاحتفاظ ب الذات ؟ ثم يحلل اعمال ,True,SAME PERSON
883,883,جواد سليم ,جواد سليم ,ب الذات ؟ ثم يحلل اعمال جواد سليم قائلا : كل هذا ينبغي ان يقال ان اراد الانسان ان يفهم اهميه عمل خلاق استنزف حياه صاحب ه ك عمل ,True,SAME PERSON
884,884,جواد سليم ,جواد سليم ,يفهم اهميه عمل خلاق استنزف حياه صاحب ه ك عمل جواد سليم اذ في عمل هذا الفنان العراقي ضرب توازن بين الفن الحديث و التقاليد الشرقيه العظيمه لقد تعلم ,True,SAME PERSON
885,885,جواد سليم ,جواد سليم ,ه و انسجام ه المتزن  فضلا عن حاسيت ه ل لالوان ذات الطابع الخاص التي تبلغ حدا ل شفافيه مجله فكر و فن  العدد 3 1964 استغل ,True,SAME PERSON
886,886,جواد سليم ,جواد سليم ,جماعه بغداد ل لفن الحديث من نحاتين و رسامين و تاثير هم المباشر و غير المباشرعلى الحركه الفنيه و تطور ها ب صوره عامه اولا و ل تاثير شخصيه ,True,SAME PERSON
887,887,جواد سليم ,جواد سليم ,اولا و ل تاثير شخصيه جواد سليم التي انفردت ب الجمع بين هذين الحقلين و هي حقيقه لم يعاد من ها النقاد حسب و انما كانت مصدر معاناه ل ,True,SAME PERSON
888,888,جواد سليم ,جواد سليم ,جماليه هندسيه توزع من خلال ها شخوص ها من قرويات و صبايا و اطفال و لخيل و حيوانات و على الرغم من ان اعمال ها كانت قريبه من اعمال ,True,SAME PERSON
889,889,جواد سليم ,نزار سليم,الفن العراقي المعاصر  ,True,MISC
890,890,جواد سليم ,محمد سليم,الفن العراقي المعاصر  نزار سليم ص104 - 114 ). و كان جواد يعيش في جو عائلي فني يستمعون الى الموسيقى الكلاسيكيه و يحب و الد هم ,True,FAMILY
891,891,جواد سليم ,جواد سليم ,و كان ,True,SAME PERSON
892,892,جواد سليم ,ساطع الحصري,يصنع تماثيل ل مصارعي الثيران و حاول عام 1939 ان ينحت تمثالا ل شعباد الاميره السومريه و رسم و نحت في وقت ها موضوع بائعه الحليب و كلف ه ,True,WORK
893,893,جواد سليم ,جواد سليم ,و كان ,True,SAME PERSON
894,894,جواد سليم ,جواد سليم ,هم يقطعون الاشجار ب لا رحمه ك ما لو ان احد هم يسحب امراه من شعر ها و هكذا رسم لوحت ه الرائعه الشجره القتيل ). لقد تكونت شخصيه ,True,SAME PERSON
895,895,جواد سليم ,جواد سليم ,الفنان يعتمد على شخص ه ب الذات يعبر عن هويت ه في العمل الفني و البيئه التي يستقرا من ها هذا الكيان و عمل الفنان نفس ه و احتفاظ ,True,SAME PERSON
896,896,جواد سليم ,جواد سليم ,ان توصل نا الى حقيقه البناء التكويني ل نفسيه ,True,SAME PERSON
897,897,جواد سليم ,جواد سليم ,الادبي / 9 ف ان مشكله جواد ان يكشف منزله الانسان من الوجود المحيطي و هنا يبدو ل سطوه الاشياء في محيط ه اثر ها في فن ه يقول ,True,SAME PERSON
898,898,حاتم حسامالدين ,سعيد الديوه جي,و عمل في جريده عراقيون و ل ه مقابلات و مقالات جيده في ها و لا سيما لقاء مع الاستاذ الدكتور ابي ,True,COMPANIONSHIP
899,899,حازم البكري ,حازم البكري ,nan,True,SAME PERSON
900,900,حازم البكري ,عبدالكريم قاسم,ساهم في الصراع السياسي الذي اعقب ثوره 14 تموز 1958 و كان المشاركون في اغتيال ,True,COMPETITION
901,901,حازم المفتي ,فؤاد محمد نجيب,ولد في الموصل من اسره من الساده ادخل ه والد ه ,True,FAMILY
902,902,حازم المفتي ,ياسين الهاشمي,اللواء عام 1954. و ساهم فضلا عن المحاماه و اعمال ه في الزراعه في الكتابه و نشر المقالات في عددا من الكتب صدر من ها العراق بين عهدين : ,True,MENTION
903,903,حازم المفتي ,بكر صدقي,و ساهم فضلا عن المحاماه و اعمال ه في الزراعه في الكتابه و نشر المقالات في عددا من الكتب صدر من ها العراق بين عهدين : ياسين الهاشمي و ,True,MENTION
904,904,حازم المفتي ,حازم المفتي ,في الحمدانيه و كيف عنيت الحكومه نواب ها 1953 و بقيت كتب ه الاخرى محفوظه القضاء في الاسلام  نقباء الموصل العلويين و ابناؤ هم مذكراتي ). و يظهر ,True,SAME PERSON
905,905,حازم المفتي ,حازم المفتي ,و عند ما ترك ,True,SAME PERSON
