,0,1,2,3,4,5,6
661,بشير يوسف فرنسيس ,ساطع الحصري,False,MISC,,,التاريخ 1938. ولد في الموصل و انهى دراست ه الابتدائيه و الثانويه في ها تخرج في دار المعلمين العاليه عام1931 عين مدرسا ل لتاريخ حتى عام1938 و نقل ه 
662,بطرس نصري ,بطرس نصري ,True,,,,
663,بطرس نصري ,يوسف داود,False,WSTUDY,دروس,,ولد القس بطرس نصري جرجس الكلداني في الموصل و تلقى دروس ه الدينيه على يد المطران اقليميس 
664,بكر الالوسي,بكر الالوسي,True,,,,
665,بكر الالوسي,مصطفى الالوسي,False,WSTUDY,شيخ,,قال عن ه ياسين العمري : ك ني ب الالوسي نسب ه ل شيخ ه الحاج 
666,بكر الالوسي,احمد البغدادي,False,WSTUDY,اجازه,,: ك ني ب الالوسي نسب ه ل شيخ ه الحاج مصطفى الالوسي اخذ عن ه الطريقه القادريه و اجاز ه ، و ل ه اجازه اخرى عن السيد 
667,بهجت درسون ,بهجت درسون ,True,,,,
668,بهجت درسون ,كرم حاتم,False,MISC,,,و الحمامه و الثعلب و مالك الحزين و حكايه جحا مع الحمار و سالفه من الامارات العربيه المتحده ، و الصديقان و يهودي في بلاط النبي سليمان ، و 
669,بهجت درسون ,بهجت درسون ,True,,,,و 
670,بهجت درسون ,بهجت درسون ,True,,,,العربي ، و هوعضو في هياه تحرير جريده عراقيون التي صدرت في2 / 10/2003 فضلا عن عضويت ه في جمعيات ادبيه عده و في هذه المجموعه ازهار العرب اضاف 
671,بهجت درسون ,حسبالله يحيى,False,MISC,,حسبالله يحيى,العرب اضاف بهجت درسون نفس ه ل كتاب قصص الاطفال او روايات الاطفال و هناك عدد و افر م من كتبوا في الصحف و المجلات قصصا ل لاطفال ك 
672,بهجت درسون ,بهجت درسون ,True,,,,و الجماد ، تتباين اساليب عيش ها على غرار ما تتباين الحياه و على وجه الارض و يكون نصيب ها متفاوتا من حيث التاثير و التاثر و قد مزج 
673,بهجت درسون ,بهجت درسون ,True,,,,لم يات 
674,بهجت درسون ,بهجت درسون ,True,,,,صغارا و قد شوه تلك العباره التي كثيرا ماطربنا ل ايقاع ها الجميل و نحن اطفال ف حذف الباب و اضاف التي فشوه الايقاع الجميل و لاادري كيف وقع 
675,بهجت درسون ,حاتم الطائي,False,MISC,,,و القصه الثانيه 
676,بهجت درسون ,ساطع الحصري,False,MISC,,,و ليله و هي في حقيقت ها موجوده في كتاب قصص العرب و هي موجوده في القراءه الخلدونيه ل لصف الثاني في الثلاثينات و الاربعينات و قد اختار ها 
677,بهجت درسون ,احمد الصوفي,False,GOVERNMENT,الملك,احمد الصوفي,و القصه السادسه سالفه من الامارات العربيه المتحده محوره عن قصص الف ليله و ليله و حكايه الملك و ابناء ه الثلاثه ل 
678,بهجت درسون ,كرم حاتم,False,MISC,,,عزرائيل و الصحيح الى عزرائيل ، و قد شوه المشرف على الطبع القصه ب ان خلط بدايه القصه مع نهايه القصه التي سبقت ها و قد اخذ القصه التاسعه 
679,بهجت درسون ,الثاني الابتدائي,False,FAMILY,زوجه,,و قد اخذ القصه التاسعه كرم حاتم في حيات ه و القصه العاشره زوجه البناء الشعبيه تحويرا ل قصه الاعرابي و الجره و كلا هما مثبتتان في قراءه الصف 
680,بهجت درسون ,بهجت درسون ,True,,,,في حيات ه و القصه العاشره زوجه البناء الشعبيه تحويرا ل قصه الاعرابي و الجره و كلا هما مثبتتان في قراءه الصف الثاني الابتدائي سالفه الذكر و يبدو اسلوب 
681,بهنام عطاالله ,صليوا حبش,False,COMPANY,مشترك,,خطوات دمي شعر 2- نخب المتاهه شعر 3- حضارت نا تجدد و ابداع مشترك 4- نظم المعلومات الجغرافيه مشترك 5- ابراهيم عيسو حيات ه و اثار ه الادبيه 6- 
682,بهنام فضيل عفاص  ,يوسف داود,False,WSTUDY,طلبه,,1988 و القى محاضرات على طلبه المعهد الكنهوتي و كليه بابل اللاهوتيه بين عامي 1984-1992. من مؤلفات ه :- 1- مجالات العمل الافضل ل لمراه العراقيه 1981. 2- اقليمس 
683,بهنام فضيل عفاص  ,يوسف داود,False,MISC,,,و هاجر الى كندا في منتصف التسعينات ثم استقر في نيوزلندا يقوم ب هنام عفاص عن اقليمس 
684,بهنام فضيل عفاص  ,فضيل عفاص,False,MISC,,,ان جهود ب هنام 
685,بهنام فضيل عفاص  ,يوسف الصائغ,False,MISC,,يوسف الصائغ,ان جهود ب هنام فضيل عفاص التدريسيه اهم من جهود ه التاليفيه تعرفت علي ه في دار المعلمين العاليه عام 1951 و كان ملازما ل 
686,بهنام فضيل عفاص  ,نعم المدرس,False,MISC,,,ب سماحت ه و حسن خلق ه و ذكائ ه الاجتماعي و شخصيت ه المتزنه و حب ه ل لمرح و النكته و العشره ف هو نعم الانسان و 
687,بول نويا ,بول نويا ,True,,,,
688,تحسين النجار ,قاسم المفتي,False,MISC,,,المتمرسين في القضايا الوطنيه لجنه العداله ل لدفاع عن المتهمين السياسيين في القضايا الوطنيه امام المجالس العرفيه و المحاكم الاخرى و كان من زملائ ه الاقدم من ه الساده 
689,تحسين النجار ,غربي الحاج احمد,False,MISC,,غربي الحاج احمد,الوطنيه لجنه العداله ل لدفاع عن المتهمين السياسيين في القضايا الوطنيه امام المجالس العرفيه و المحاكم الاخرى و كان من زملائ ه الاقدم من ه الساده قاسم المفتي و 
690,تحسين النجار ,عبدالقادر الدبوني,False,MISC,,عبدالقادر الدبوني,لدفاع عن المتهمين السياسيين في القضايا الوطنيه امام المجالس العرفيه و المحاكم الاخرى و كان من زملائ ه الاقدم من ه الساده قاسم المفتي و غربي الحاج احمد و 
691,تحسين النجار ,عبدالمحسن النجفي,False,MISC,,,القضايا الوطنيه امام المجالس العرفيه و المحاكم الاخرى و كان من زملائ ه الاقدم من ه الساده قاسم المفتي و غربي الحاج احمد و عبدالقادر الدبوني وساطع اسماعيل و 
692,تحسين النجار ,محمد نجيب سليم,False,MISC,,محمد سليم,المجالس العرفيه و المحاكم الاخرى و كان من زملائ ه الاقدم من ه الساده قاسم المفتي و غربي الحاج احمد و عبدالقادر الدبوني وساطع اسماعيل و عبدالمحسن النجفي و 
693,تحسين النجار ,سعدالله الحسيني,False,MISC,,,الاخرى و كان من زملائ ه الاقدم من ه الساده قاسم المفتي و غربي الحاج احمد و عبدالقادر الدبوني وساطع اسماعيل و عبدالمحسن النجفي و محمد نجيب سليم و 
694,تحسين النجار ,سامي سعدالدين الخطيب,False,MISC,,,من زملائ ه الاقدم من ه الساده قاسم المفتي و غربي الحاج احمد و عبدالقادر الدبوني وساطع اسماعيل و عبدالمحسن النجفي و محمد نجيب سليم و سعدالله الحسيني و 
695,تحسين النجار ,المحامي احمد فتحي السنجري,False,FRIENDSHIP,زميل,,، و اخرين مع مقتضيات الظروف الجاريه ، و قد لجا الى سوريا بعد احداث فشل حركه الشواف ب الموصل مع بعض المحامين و كان من هم زميل ه 
696,تحسين النجار ,المحامي علي,False,MISC,,,توفى عن مرض عضال و خلف ولد ه 
697,توفيق يونس سليم بك الفخري ,توفيق يونس سليم بك الفخري ,True,,,,
698,توفيق يونس سليم بك الفخري ,حسن افندي النقيب,False,WSTUDY,تعلم,,و اتقن اللغه العربيه و التركيه و الكرديه و جزء من الفارسيه و تعلم اداب المجالس حيث كان يجتمع افاضل اهل وقت ه في مجلس والد ه و مجلس 
699,توفيق يونس سليم بك الفخري ,امين بك الجليلي,False,WSTUDY,تعلم,,التركيه و الكرديه و جزء من الفارسيه و تعلم اداب المجالس حيث كان يجتمع افاضل اهل وقت ه في مجلس والد ه و مجلس حسن افندي النقيب و الحاج 
700,توفيق يونس سليم بك الفخري ,سعدالله اغا,False,MISC,,,قوه سقوط الماء باطقم افرنجيه مستورده و ل اول مره تدخل مكائن تعمل ب الكاز الى الموصل ف قد اشترى هو و شريك ه في الاراضي ظاهر الباب العمادي 
